Postcode,ACPR_code,ACPR_name,State,Strategy,"Service Offering
(26.09.2024)",# FGF Members,"# BFHs
(Employee Helpers)
within 30km","BFH 
Welcome Visit","NDIS 
Service Areas",F2F Signups,Local Care Management
5244,402,"Hills, Mallee & Southern",SA,VILLAGE,ORANGE,1,1,YES,NO,NO,NO
5244,408,Riverland,SA,Do Not Service,ORANGE,1,1,YES,NO,NO,NO
5245,402,"Hills, Mallee & Southern",SA,VILLAGE,ORANGE,1,3,YES,NO,NO,NO
5250,402,"Hills, Mallee & Southern",SA,VILLAGE,ORANGE,0,2,YES,NO,NO,NO
5251,402,"Hills, Mallee & Southern",SA,VILLAGE,ORANGE,7,0,NO,NO,NO,NO
5252,402,"Hills, Mallee & Southern",SA,VILLAGE,ORANGE,1,0,NO,NO,NO,NO
5253,402,"Hills, Mallee & Southern",SA,VILLAGE,RED,2,0,NO,NO,NO,NO
5254,402,"Hills, Mallee & Southern",SA,VILLAGE,ORANGE,0,0,NO,NO,NO,NO
5255,402,"Hills, Mallee & Southern",SA,VILLAGE,ORANGE,1,0,NO,NO,NO,NO
5256,402,"Hills, Mallee & Southern",SA,VILLAGE,ORANGE,1,0,NO,NO,NO,NO
5259,402,"Hills, Mallee & Southern",SA,VILLAGE,ORANGE,0,0,NO,NO,NO,NO
5260,402,"Hills, Mallee & Southern",SA,VILLAGE,ORANGE,0,0,NO,NO,NO,NO
5261,402,"Hills, Mallee & Southern",SA,VILLAGE,ORANGE,0,0,NO,NO,NO,NO
5262,409,South East,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5263,409,South East,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5264,402,"Hills, Mallee & Southern",SA,VILLAGE,ORANGE,0,0,NO,NO,NO,NO
5264,409,South East,SA,Do Not Service,ORANGE,0,0,NO,NO,NO,NO
5265,402,"Hills, Mallee & Southern",SA,VILLAGE,ORANGE,0,0,NO,NO,NO,NO
5266,402,"Hills, Mallee & Southern",SA,VILLAGE,ORANGE,0,0,NO,NO,NO,NO
5267,402,"Hills, Mallee & Southern",SA,VILLAGE,ORANGE,0,0,NO,NO,NO,NO
5267,409,South East,SA,Do Not Service,ORANGE,0,0,NO,NO,NO,NO
5268,409,South East,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5269,409,South East,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5270,409,South East,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5271,409,South East,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5272,409,South East,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5273,409,South East,SA,Do Not Service,RED,0,1,NO,NO,NO,NO
5275,409,South East,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5276,409,South East,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5277,409,South East,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5278,409,South East,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5279,409,South East,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5280,409,South East,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5290,409,South East,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5291,409,South East,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5301,402,"Hills, Mallee & Southern",SA,VILLAGE,ORANGE,1,0,NO,NO,NO,NO
5302,402,"Hills, Mallee & Southern",SA,VILLAGE,ORANGE,0,0,NO,NO,NO,NO
5303,402,"Hills, Mallee & Southern",SA,VILLAGE,ORANGE,0,0,NO,NO,NO,NO
5304,402,"Hills, Mallee & Southern",SA,VILLAGE,ORANGE,0,0,NO,NO,NO,NO
5304,408,Riverland,SA,Do Not Service,ORANGE,0,0,NO,NO,NO,NO
5306,402,"Hills, Mallee & Southern",SA,VILLAGE,ORANGE,0,0,NO,NO,NO,NO
5307,402,"Hills, Mallee & Southern",SA,VILLAGE,ORANGE,1,0,NO,NO,NO,NO
5308,402,"Hills, Mallee & Southern",SA,VILLAGE,ORANGE,0,0,NO,NO,NO,NO
5309,402,"Hills, Mallee & Southern",SA,VILLAGE,ORANGE,0,0,NO,NO,NO,NO
5310,402,"Hills, Mallee & Southern",SA,VILLAGE,ORANGE,0,0,NO,NO,NO,NO
5310,408,Riverland,SA,Do Not Service,ORANGE,0,0,NO,NO,NO,NO
5311,408,Riverland,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5320,408,Riverland,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5320,411,"Yorke, Lower North & Barossa",SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5321,408,Riverland,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5322,408,Riverland,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5330,408,Riverland,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5331,408,Riverland,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5332,408,Riverland,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5333,408,Riverland,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5340,408,Riverland,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5341,408,Riverland,SA,Do Not Service,RED,1,0,NO,NO,NO,NO
5342,408,Riverland,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5343,408,Riverland,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5344,408,Riverland,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5345,408,Riverland,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5346,408,Riverland,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5350,411,"Yorke, Lower North & Barossa",SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5351,411,"Yorke, Lower North & Barossa",SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5352,411,"Yorke, Lower North & Barossa",SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5353,408,Riverland,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5353,411,"Yorke, Lower North & Barossa",SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5354,402,"Hills, Mallee & Southern",SA,VILLAGE,ORANGE,1,0,NO,NO,NO,NO
5354,408,Riverland,SA,Do Not Service,ORANGE,1,0,NO,NO,NO,NO
5355,411,"Yorke, Lower North & Barossa",SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5356,408,Riverland,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5356,411,"Yorke, Lower North & Barossa",SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5357,408,Riverland,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5360,411,"Yorke, Lower North & Barossa",SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5371,411,"Yorke, Lower North & Barossa",SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5372,411,"Yorke, Lower North & Barossa",SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5373,411,"Yorke, Lower North & Barossa",SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5374,408,Riverland,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5374,411,"Yorke, Lower North & Barossa",SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5381,411,"Yorke, Lower North & Barossa",SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5400,411,"Yorke, Lower North & Barossa",SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5401,411,"Yorke, Lower North & Barossa",SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5410,411,"Yorke, Lower North & Barossa",SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5411,411,"Yorke, Lower North & Barossa",SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5412,411,"Yorke, Lower North & Barossa",SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5413,411,"Yorke, Lower North & Barossa",SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5414,411,"Yorke, Lower North & Barossa",SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5415,411,"Yorke, Lower North & Barossa",SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5416,411,"Yorke, Lower North & Barossa",SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5417,410,Flinders & Far North,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5417,411,"Yorke, Lower North & Barossa",SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5418,411,"Yorke, Lower North & Barossa",SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5419,411,"Yorke, Lower North & Barossa",SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5420,411,"Yorke, Lower North & Barossa",SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5421,411,"Yorke, Lower North & Barossa",SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5422,407,Mid North,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5431,407,Mid North,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5431,410,Flinders & Far North,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5432,407,Mid North,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5432,410,Flinders & Far North,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5433,407,Mid North,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5433,410,Flinders & Far North,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5434,410,Flinders & Far North,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5440,407,Mid North,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5440,410,Flinders & Far North,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5451,411,"Yorke, Lower North & Barossa",SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5452,411,"Yorke, Lower North & Barossa",SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5453,411,"Yorke, Lower North & Barossa",SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5454,407,Mid North,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5455,411,"Yorke, Lower North & Barossa",SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5460,411,"Yorke, Lower North & Barossa",SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5461,411,"Yorke, Lower North & Barossa",SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5462,411,"Yorke, Lower North & Barossa",SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5464,407,Mid North,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5464,411,"Yorke, Lower North & Barossa",SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5470,407,Mid North,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5471,407,Mid North,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5472,407,Mid North,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5473,407,Mid North,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5480,407,Mid North,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5481,407,Mid North,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5482,407,Mid North,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5483,407,Mid North,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5485,407,Mid North,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5490,407,Mid North,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5491,407,Mid North,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5493,407,Mid North,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5495,407,Mid North,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5501,411,"Yorke, Lower North & Barossa",SA,Do Not Service,RED,1,0,NO,NO,NO,NO
5502,411,"Yorke, Lower North & Barossa",SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5510,411,"Yorke, Lower North & Barossa",SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5520,411,"Yorke, Lower North & Barossa",SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5521,407,Mid North,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5522,411,"Yorke, Lower North & Barossa",SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5523,407,Mid North,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5523,411,"Yorke, Lower North & Barossa",SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5540,407,Mid North,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5550,411,"Yorke, Lower North & Barossa",SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5552,411,"Yorke, Lower North & Barossa",SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5554,411,"Yorke, Lower North & Barossa",SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5555,407,Mid North,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5555,411,"Yorke, Lower North & Barossa",SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5556,411,"Yorke, Lower North & Barossa",SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5558,411,"Yorke, Lower North & Barossa",SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5560,411,"Yorke, Lower North & Barossa",SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5570,411,"Yorke, Lower North & Barossa",SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5571,411,"Yorke, Lower North & Barossa",SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5572,411,"Yorke, Lower North & Barossa",SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5573,411,"Yorke, Lower North & Barossa",SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5575,411,"Yorke, Lower North & Barossa",SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5576,411,"Yorke, Lower North & Barossa",SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5577,411,"Yorke, Lower North & Barossa",SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5580,411,"Yorke, Lower North & Barossa",SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5581,411,"Yorke, Lower North & Barossa",SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5582,411,"Yorke, Lower North & Barossa",SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5583,411,"Yorke, Lower North & Barossa",SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5600,401,Eyre Peninsula,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5600,410,Flinders & Far North,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5601,401,Eyre Peninsula,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5601,410,Flinders & Far North,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5602,401,Eyre Peninsula,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5603,401,Eyre Peninsula,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5604,401,Eyre Peninsula,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5605,401,Eyre Peninsula,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5606,401,Eyre Peninsula,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5607,401,Eyre Peninsula,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5608,401,Eyre Peninsula,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5609,401,Eyre Peninsula,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5630,401,Eyre Peninsula,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5631,401,Eyre Peninsula,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5632,401,Eyre Peninsula,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5633,401,Eyre Peninsula,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5640,401,Eyre Peninsula,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5641,401,Eyre Peninsula,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5642,401,Eyre Peninsula,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5650,401,Eyre Peninsula,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5651,401,Eyre Peninsula,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5652,401,Eyre Peninsula,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5653,401,Eyre Peninsula,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5654,401,Eyre Peninsula,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5655,401,Eyre Peninsula,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5660,401,Eyre Peninsula,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5661,401,Eyre Peninsula,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5670,401,Eyre Peninsula,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5671,401,Eyre Peninsula,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5680,401,Eyre Peninsula,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5690,401,Eyre Peninsula,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5690,410,Flinders & Far North,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5700,407,Mid North,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5700,410,Flinders & Far North,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5701,407,Mid North,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5710,410,Flinders & Far North,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5713,410,Flinders & Far North,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5715,410,Flinders & Far North,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5717,410,Flinders & Far North,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5719,410,Flinders & Far North,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5720,410,Flinders & Far North,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5722,410,Flinders & Far North,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5723,410,Flinders & Far North,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5724,410,Flinders & Far North,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5725,410,Flinders & Far North,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5730,410,Flinders & Far North,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5731,410,Flinders & Far North,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5732,410,Flinders & Far North,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5733,410,Flinders & Far North,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5734,410,Flinders & Far North,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
5960,406,Metropolitan West,SA,Do Not Service,RED,0,0,NO,NO,NO,NO
6000,504,Metropolitan East,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6003,504,Metropolitan East,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6004,504,Metropolitan East,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6005,504,Metropolitan East,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6006,504,Metropolitan East,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6007,504,Metropolitan East,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6007,505,Metropolitan North,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6008,505,Metropolitan North,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6009,505,Metropolitan North,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6010,505,Metropolitan North,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6011,505,Metropolitan North,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6012,505,Metropolitan North,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6014,505,Metropolitan North,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6015,505,Metropolitan North,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6016,504,Metropolitan East,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6016,505,Metropolitan North,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6017,505,Metropolitan North,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6018,505,Metropolitan North,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6019,505,Metropolitan North,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6020,505,Metropolitan North,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6021,505,Metropolitan North,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6022,505,Metropolitan North,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6023,505,Metropolitan North,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6024,505,Metropolitan North,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6025,505,Metropolitan North,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6026,505,Metropolitan North,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6027,505,Metropolitan North,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6028,505,Metropolitan North,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6029,505,Metropolitan North,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6030,505,Metropolitan North,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6031,505,Metropolitan North,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6032,505,Metropolitan North,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6033,505,Metropolitan North,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6034,505,Metropolitan North,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6035,505,Metropolitan North,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6036,505,Metropolitan North,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6037,505,Metropolitan North,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6038,505,Metropolitan North,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6041,511,Wheatbelt,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6042,511,Wheatbelt,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6043,511,Wheatbelt,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6044,511,Wheatbelt,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6050,504,Metropolitan East,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6050,505,Metropolitan North,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6051,504,Metropolitan East,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6052,504,Metropolitan East,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6053,504,Metropolitan East,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6054,504,Metropolitan East,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6055,504,Metropolitan East,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6056,504,Metropolitan East,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6057,504,Metropolitan East,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6058,504,Metropolitan East,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6059,504,Metropolitan East,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6059,505,Metropolitan North,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6060,505,Metropolitan North,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6061,505,Metropolitan North,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6062,504,Metropolitan East,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6063,504,Metropolitan East,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6064,505,Metropolitan North,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6065,505,Metropolitan North,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6066,504,Metropolitan East,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6067,504,Metropolitan East,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6068,504,Metropolitan East,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6069,504,Metropolitan East,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6070,504,Metropolitan East,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6071,504,Metropolitan East,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6072,504,Metropolitan East,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6073,504,Metropolitan East,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6074,504,Metropolitan East,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6076,504,Metropolitan East,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6077,505,Metropolitan North,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6078,505,Metropolitan North,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6079,505,Metropolitan North,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6081,504,Metropolitan East,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6082,504,Metropolitan East,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6083,504,Metropolitan East,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6083,511,Wheatbelt,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6084,504,Metropolitan East,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6084,511,Wheatbelt,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6090,504,Metropolitan East,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6100,506,Metropolitan South East,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6101,506,Metropolitan South East,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6102,506,Metropolitan South East,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6103,506,Metropolitan South East,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6104,506,Metropolitan South East,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6105,506,Metropolitan South East,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6106,506,Metropolitan South East,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6107,504,Metropolitan East,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6107,506,Metropolitan South East,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6108,506,Metropolitan South East,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6109,506,Metropolitan South East,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6110,506,Metropolitan South East,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6111,504,Metropolitan East,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6111,506,Metropolitan South East,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6112,506,Metropolitan South East,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6121,506,Metropolitan South East,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6122,506,Metropolitan South East,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6123,506,Metropolitan South East,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6124,506,Metropolitan South East,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6125,506,Metropolitan South East,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6126,506,Metropolitan South East,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6147,506,Metropolitan South East,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6148,506,Metropolitan South East,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6149,507,Metropolitan South West,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6150,507,Metropolitan South West,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6151,506,Metropolitan South East,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6152,506,Metropolitan South East,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6153,507,Metropolitan South West,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
6154,507,Metropolitan South West,WA,Do Not Service,RED,0,0,NO,NO,NO,NO
